Date,Open,High,Low,Close,Adj Close,Volume
2017-01-17,3980.000000,4000.000000,3960.000000,3970.000000,3422.583740,45793400
2017-01-18,3960.000000,4010.000000,3950.000000,3960.000000,3413.962402,56558200
2017-01-19,3940.000000,3980.000000,3920.000000,3970.000000,3422.583740,53435400
2017-01-20,3920.000000,3940.000000,3820.000000,3830.000000,3301.888428,101523500
2017-01-23,3800.000000,3880.000000,3780.000000,3840.000000,3310.509521,77653500
2017-01-24,3850.000000,3950.000000,3850.000000,3910.000000,3370.857178,113430200
2017-01-25,3940.000000,3940.000000,3890.000000,3900.000000,3362.236328,47799100
2017-01-26,3900.000000,3960.000000,3860.000000,3940.000000,3396.720459,60944600
2017-01-27,3900.000000,3920.000000,3880.000000,3890.000000,3353.614990,47240400
2017-01-30,3860.000000,3910.000000,3860.000000,3860.000000,3327.751709,30060700
2017-01-31,3870.000000,3920.000000,3860.000000,3870.000000,3336.372559,57849200
2017-02-01,3910.000000,3980.000000,3900.000000,3940.000000,3396.720459,77648400
2017-02-02,3940.000000,3980.000000,3900.000000,3950.000000,3405.341797,73895600
2017-02-03,3900.000000,3970.000000,3900.000000,3950.000000,3405.341797,59225000
2017-02-06,3940.000000,3960.000000,3910.000000,3960.000000,3413.962402,52999700
2017-02-07,3930.000000,3960.000000,3920.000000,3920.000000,3379.478271,66017500
2017-02-08,3900.000000,3920.000000,3860.000000,3870.000000,3336.372559,115706000
2017-02-09,3870.000000,3910.000000,3860.000000,3870.000000,3336.372559,78090700
2017-02-10,3870.000000,3910.000000,3860.000000,3890.000000,3353.614990,91636700
2017-02-13,3920.000000,3920.000000,3900.000000,3920.000000,3379.478271,54547600
2017-02-14,3900.000000,3900.000000,3840.000000,3860.000000,3327.751709,146309400
2017-02-15,3860.000000,3860.000000,3860.000000,3860.000000,3327.751709,0
2017-02-16,3880.000000,3890.000000,3840.000000,3870.000000,3336.372559,127779400
2017-02-17,3890.000000,3890.000000,3850.000000,3870.000000,3336.372559,80814700
2017-02-20,3860.000000,3880.000000,3850.000000,3870.000000,3336.372559,26820400
2017-02-21,3880.000000,3890.000000,3860.000000,3880.000000,3344.993896,49368500
2017-02-22,3880.000000,3890.000000,3850.000000,3880.000000,3344.993896,74260200
2017-02-23,3860.000000,3870.000000,3830.000000,3840.000000,3310.509521,122760100
2017-02-24,3830.000000,3870.000000,3830.000000,3840.000000,3310.509521,71119600
2017-02-27,3850.000000,3890.000000,3850.000000,3870.000000,3336.372559,54712100
2017-02-28,3860.000000,3900.000000,3850.000000,3850.000000,3319.130615,65928100
2017-03-01,3870.000000,3890.000000,3840.000000,3850.000000,3319.130615,79662500
2017-03-02,3870.000000,3870.000000,3830.000000,3830.000000,3301.888428,59748700
2017-03-03,3820.000000,3870.000000,3810.000000,3850.000000,3319.130615,92350100
2017-03-06,3860.000000,3920.000000,3850.000000,3920.000000,3379.478271,99064100
2017-03-07,3920.000000,3950.000000,3890.000000,3950.000000,3405.341797,61945400
2017-03-08,3920.000000,3930.000000,3880.000000,3880.000000,3344.993896,31336300
2017-03-09,3960.000000,3960.000000,3880.000000,3960.000000,3413.962402,83224900
2017-03-10,3970.000000,3990.000000,3910.000000,3950.000000,3405.341797,70318300
2017-03-13,3940.000000,3970.000000,3920.000000,3950.000000,3405.341797,54433000
2017-03-14,3950.000000,4070.000000,3950.000000,4050.000000,3491.552734,122779100
2017-03-15,4030.000000,4080.000000,4010.000000,4040.000000,3482.931885,80434200
2017-03-16,4060.000000,4150.000000,4060.000000,4140.000000,3569.143066,123306900
2017-03-17,4140.000000,4140.000000,4030.000000,4110.000000,3543.279541,123085600
2017-03-20,4100.000000,4110.000000,4050.000000,4100.000000,3534.658447,87628300
2017-03-21,4060.000000,4120.000000,4060.000000,4090.000000,3526.037354,75349600
2017-03-22,4060.000000,4080.000000,4010.000000,4070.000000,3508.794922,110927600
2017-03-23,4070.000000,4100.000000,4050.000000,4090.000000,3526.037354,72319900
2017-03-24,4080.000000,4110.000000,4050.000000,4080.000000,3517.416260,71877500
2017-03-27,4080.000000,4090.000000,4070.000000,4080.000000,3517.416260,56070700
2017-03-29,4080.000000,4150.000000,4080.000000,4150.000000,3577.763916,84076600
2017-03-30,4140.000000,4170.000000,4110.000000,4140.000000,3569.143066,61410200
2017-03-31,4180.000000,4190.000000,4130.000000,4130.000000,3560.521973,88859000
2017-04-03,4130.000000,4200.000000,4130.000000,4170.000000,3595.006348,66564400
2017-04-04,4170.000000,4290.000000,4170.000000,4250.000000,3663.975098,108165500
2017-04-05,4250.000000,4250.000000,4250.000000,4250.000000,3663.975098,0
2017-04-06,4180.000000,4200.000000,4130.000000,4170.000000,3595.006348,79905800
2017-04-07,4130.000000,4140.000000,4110.000000,4130.000000,3560.521973,72954300
2017-04-10,4110.000000,4140.000000,4090.000000,4100.000000,3534.658447,53211800
2017-04-11,4110.000000,4180.000000,4110.000000,4150.000000,3577.763916,54580200
2017-04-12,4170.000000,4170.000000,4110.000000,4150.000000,3577.763916,33441400
2017-04-13,4150.000000,4170.000000,4090.000000,4090.000000,3526.037354,47225000
2017-04-17,4090.000000,4090.000000,4010.000000,4010.000000,3457.068359,51373500
2017-04-18,4060.000000,4120.000000,4050.000000,4070.000000,3508.794922,68193500
2017-04-19,4070.000000,4070.000000,4070.000000,4070.000000,3508.794922,0
2017-04-20,4030.000000,4150.000000,4030.000000,4110.000000,3543.279541,110208600
2017-04-21,4180.000000,4420.000000,4170.000000,4420.000000,3810.534180,237062100
2017-04-25,4500.000000,4520.000000,4330.000000,4420.000000,3810.534180,213322700
2017-04-26,4380.000000,4410.000000,4360.000000,4400.000000,3793.291992,103930700
2017-04-27,4380.000000,4400.000000,4360.000000,4370.000000,3767.428711,78695300
2017-04-28,4400.000000,4410.000000,4370.000000,4370.000000,3767.428711,124845700
2017-05-02,4410.000000,4450.000000,4380.000000,4410.000000,3801.912842,140198900
2017-05-03,4400.000000,4400.000000,4330.000000,4340.000000,3843.865479,92896600
2017-05-04,4360.000000,4390.000000,4340.000000,4370.000000,3870.436279,100510700
2017-05-05,4350.000000,4360.000000,4330.000000,4340.000000,3843.865479,43566800
2017-05-08,4370.000000,4380.000000,4310.000000,4340.000000,3843.865479,85508700
2017-05-09,4390.000000,4450.000000,4330.000000,4340.000000,3843.865479,90061700
2017-05-10,4340.000000,4410.000000,4330.000000,4370.000000,3870.436279,85484500
2017-05-12,4410.000000,4440.000000,4380.000000,4400.000000,3897.006592,84813500
2017-05-15,4420.000000,4420.000000,4320.000000,4360.000000,3861.579102,88965200
2017-05-16,4390.000000,4390.000000,4340.000000,4340.000000,3843.865479,79436500
2017-05-17,4380.000000,4380.000000,4300.000000,4340.000000,3843.865479,65470700
2017-05-18,4300.000000,4340.000000,4270.000000,4310.000000,3817.295410,78913600
2017-05-19,4300.000000,4650.000000,4300.000000,4530.000000,4012.145508,140860000
2017-05-22,4590.000000,4670.000000,4440.000000,4470.000000,3959.004639,92800400
2017-05-23,4500.000000,4520.000000,4370.000000,4400.000000,3897.006592,70551200
2017-05-24,4360.000000,4410.000000,4330.000000,4360.000000,3861.579102,76441800
2017-05-26,4430.000000,4490.000000,4430.000000,4470.000000,3959.004639,123903300
2017-05-29,4470.000000,4470.000000,4360.000000,4390.000000,3888.149902,69694400
2017-05-30,4350.000000,4380.000000,4330.000000,4330.000000,3835.009033,57720500
2017-05-31,4350.000000,4370.000000,4300.000000,4350.000000,3852.722656,184808900
2017-06-01,4350.000000,4350.000000,4350.000000,4350.000000,3852.722656,0
2017-06-02,4400.000000,4450.000000,4340.000000,4380.000000,3879.293457,168414800
2017-06-05,4340.000000,4380.000000,4300.000000,4340.000000,3843.865479,88200300
2017-06-06,4350.000000,4350.000000,4300.000000,4310.000000,3817.295410,99538800
2017-06-07,4350.000000,4350.000000,4290.000000,4320.000000,3826.152100,99176400
2017-06-08,4320.000000,4320.000000,4300.000000,4300.000000,3808.438477,88979800
2017-06-09,4370.000000,4380.000000,4320.000000,4330.000000,3835.009033,137960200
2017-06-12,4320.000000,4340.000000,4310.000000,4330.000000,3835.009033,52481100
2017-06-13,4340.000000,4360.000000,4330.000000,4360.000000,3861.579102,61967400
2017-06-14,4380.000000,4380.000000,4330.000000,4360.000000,3861.579102,72198600
2017-06-15,4350.000000,4370.000000,4330.000000,4360.000000,3861.579102,50887900
2017-06-16,4330.000000,4440.000000,4330.000000,4370.000000,3870.436279,267351200
2017-06-19,4400.000000,4420.000000,4390.000000,4400.000000,3897.006592,48458800
2017-06-20,4420.000000,4510.000000,4400.000000,4490.000000,3976.718018,93396600
2017-06-21,4480.000000,4530.000000,4460.000000,4520.000000,4003.288818,116596300
2017-06-22,4540.000000,4540.000000,4500.000000,4520.000000,4003.288818,76420700
2017-06-23,4520.000000,4520.000000,4520.000000,4520.000000,4003.288818,0
2017-06-26,4520.000000,4520.000000,4520.000000,4520.000000,4003.288818,0
2017-06-27,4520.000000,4520.000000,4520.000000,4520.000000,4003.288818,0
2017-06-28,4520.000000,4520.000000,4520.000000,4520.000000,4003.288818,0
2017-06-29,4520.000000,4520.000000,4520.000000,4520.000000,4003.288818,0
2017-06-30,4520.000000,4520.000000,4520.000000,4520.000000,4003.288818,0
2017-07-03,4530.000000,4790.000000,4520.000000,4790.000000,4242.423340,213322100
2017-07-04,4710.000000,4730.000000,4590.000000,4590.000000,4065.286133,126977200
2017-07-05,4550.000000,4590.000000,4530.000000,4580.000000,4056.429932,76950600
2017-07-06,4570.000000,4680.000000,4570.000000,4650.000000,4118.427734,74712800
2017-07-07,4640.000000,4690.000000,4630.000000,4630.000000,4100.714355,74859600
2017-07-10,4670.000000,4670.000000,4560.000000,4570.000000,4047.573242,40905200
2017-07-11,4590.000000,4640.000000,4560.000000,4600.000000,4074.143311,59015400
2017-07-12,4580.000000,4640.000000,4580.000000,4620.000000,4091.856934,42386500
2017-07-13,4660.000000,4680.000000,4580.000000,4600.000000,4074.143311,83010800
2017-07-14,4580.000000,4620.000000,4570.000000,4600.000000,4074.143311,61198800
2017-07-17,4570.000000,4650.000000,4570.000000,4650.000000,4118.427734,53983200
2017-07-18,4660.000000,4660.000000,4590.000000,4630.000000,4100.714355,63087200
2017-07-19,4630.000000,4630.000000,4570.000000,4600.000000,4074.143311,31882000
2017-07-20,4620.000000,4650.000000,4600.000000,4630.000000,4100.714355,65946300
2017-07-21,4600.000000,4620.000000,4530.000000,4560.000000,4038.716064,61852600
2017-07-24,4500.000000,4650.000000,4500.000000,4650.000000,4118.427734,139361700
2017-07-25,4680.000000,4740.000000,4640.000000,4720.000000,4180.425781,82776400
2017-07-26,4700.000000,4740.000000,4650.000000,4700.000000,4162.711426,65286900
2017-07-27,4700.000000,4720.000000,4650.000000,4650.000000,4118.427734,79556300
2017-07-28,4670.000000,4720.000000,4660.000000,4700.000000,4162.711426,77012600
2017-07-31,4680.000000,4750.000000,4670.000000,4690.000000,4153.854980,105620500
2017-08-01,4700.000000,4820.000000,4690.000000,4770.000000,4224.709473,98006400
2017-08-02,4800.000000,4840.000000,4780.000000,4800.000000,4251.279785,76646000
2017-08-03,4760.000000,4790.000000,4670.000000,4700.000000,4162.711426,57453500
2017-08-04,4700.000000,4710.000000,4660.000000,4670.000000,4136.141113,53596700
2017-08-07,4670.000000,4730.000000,4660.000000,4670.000000,4136.141113,50259300
2017-08-08,4650.000000,4690.000000,4650.000000,4690.000000,4153.854980,55006100
2017-08-09,4670.000000,4720.000000,4670.000000,4710.000000,4171.568359,67040700
2017-08-10,4720.000000,4730.000000,4700.000000,4710.000000,4171.568359,36139000
2017-08-11,4690.000000,4700.000000,4660.000000,4680.000000,4144.998535,61681900
2017-08-14,4720.000000,4730.000000,4700.000000,4710.000000,4171.568359,45942500
2017-08-15,4750.000000,4750.000000,4710.000000,4730.000000,4189.282715,62541500
2017-08-16,4750.000000,4780.000000,4730.000000,4770.000000,4224.709473,72564900
2017-08-17,4770.000000,4770.000000,4770.000000,4770.000000,4224.709473,0
2017-08-18,4770.000000,4820.000000,4770.000000,4780.000000,4233.566406,72171800
2017-08-21,4800.000000,4800.000000,4730.000000,4770.000000,4224.709473,36963300
2017-08-22,4800.000000,4810.000000,4770.000000,4790.000000,4242.423340,45279100
2017-08-23,4800.000000,4810.000000,4750.000000,4800.000000,4251.279785,55475800
2017-08-24,4800.000000,4800.000000,4760.000000,4780.000000,4233.566406,59747100
2017-08-25,4800.000000,4810.000000,4770.000000,4770.000000,4224.709473,34666200
2017-08-28,4740.000000,4770.000000,4720.000000,4750.000000,4206.995605,42681600
2017-08-29,4740.000000,4760.000000,4710.000000,4730.000000,4189.282715,66770700
2017-08-30,4720.000000,4760.000000,4720.000000,4740.000000,4198.139160,41010800
2017-08-31,4740.000000,4750.000000,4690.000000,4690.000000,4153.854980,60803000
2017-09-01,4690.000000,4690.000000,4690.000000,4690.000000,4153.854980,0
2017-09-04,4710.000000,4710.000000,4660.000000,4680.000000,4144.998535,74663400
2017-09-05,4670.000000,4680.000000,4620.000000,4650.000000,4118.427734,71280300
2017-09-06,4650.000000,4730.000000,4650.000000,4710.000000,4171.568359,60257800
2017-09-07,4700.000000,4730.000000,4690.000000,4700.000000,4162.711426,47238900
2017-09-08,4670.000000,4720.000000,4670.000000,4720.000000,4180.425781,40939600
2017-09-11,4710.000000,4720.000000,4700.000000,4710.000000,4171.568359,45419200
2017-09-12,4720.000000,4730.000000,4700.000000,4720.000000,4180.425781,68810000
2017-09-13,4650.000000,4730.000000,4650.000000,4690.000000,4153.854980,55115400
2017-09-14,4690.000000,4700.000000,4660.000000,4670.000000,4136.141113,53421400
2017-09-15,4650.000000,4700.000000,4650.000000,4690.000000,4153.854980,112759200
2017-09-18,4680.000000,4720.000000,4660.000000,4710.000000,4171.568359,61345400
2017-09-19,4690.000000,4720.000000,4680.000000,4710.000000,4171.568359,54676900
2017-09-20,4690.000000,4710.000000,4680.000000,4690.000000,4153.854980,58141200
2017-09-21,4690.000000,4690.000000,4690.000000,4690.000000,4153.854980,0
2017-09-22,4690.000000,4690.000000,4610.000000,4640.000000,4109.570313,100046700
2017-09-25,4620.000000,4670.000000,4610.000000,4650.000000,4118.427734,33070000
2017-09-26,4640.000000,4710.000000,4640.000000,4690.000000,4153.854980,83557100
2017-09-27,4690.000000,4710.000000,4680.000000,4700.000000,4162.711426,60995800
2017-09-28,4720.000000,4740.000000,4710.000000,4710.000000,4171.568359,105241200
2017-09-29,4700.000000,4750.000000,4670.000000,4680.000000,4144.998535,202031900
2017-10-02,4690.000000,4690.000000,4660.000000,4680.000000,4144.998535,79696400
2017-10-03,4650.000000,4700.000000,4640.000000,4690.000000,4153.854980,113933700
2017-10-04,4660.000000,4710.000000,4660.000000,4690.000000,4153.854980,101963100
2017-10-05,4680.000000,4690.000000,4640.000000,4660.000000,4127.284180,164687600
2017-10-06,4680.000000,4680.000000,4630.000000,4660.000000,4127.284180,83595800
2017-10-09,4640.000000,4660.000000,4610.000000,4620.000000,4091.856934,73027700
2017-10-10,4650.000000,4650.000000,4510.000000,4530.000000,4012.145508,95524700
2017-10-11,4540.000000,4550.000000,4310.000000,4400.000000,3897.006592,365951800
2017-10-12,4380.000000,4490.000000,4370.000000,4440.000000,3932.433594,163091000
2017-10-13,4440.000000,4450.000000,4400.000000,4430.000000,3923.577148,122491000
2017-10-16,4380.000000,4480.000000,4380.000000,4450.000000,3941.290771,167517000
2017-10-17,4400.000000,4410.000000,4320.000000,4400.000000,3897.006592,286827400
2017-10-18,4400.000000,4400.000000,4190.000000,4300.000000,3808.438477,379725700
2017-10-19,4230.000000,4250.000000,4180.000000,4210.000000,3728.726807,231274800
2017-10-20,4250.000000,4290.000000,4200.000000,4270.000000,3781.868164,107642900
2017-10-23,4270.000000,4320.000000,4240.000000,4250.000000,3764.153809,118213500
2017-10-24,4270.000000,4270.000000,4230.000000,4230.000000,3746.440918,69942200
2017-10-25,4210.000000,4230.000000,4060.000000,4090.000000,3622.444824,308355300
2017-10-26,4010.000000,4260.000000,4010.000000,4160.000000,3684.442627,348271000
2017-10-27,4190.000000,4200.000000,4080.000000,4150.000000,3675.585938,122923500
2017-10-30,4150.000000,4180.000000,4080.000000,4080.000000,3613.588135,140445100
2017-10-31,4150.000000,4150.000000,4030.000000,4030.000000,3569.303955,111757900
2017-11-01,4070.000000,4080.000000,3910.000000,3950.000000,3498.449219,267366500
2017-11-02,3980.000000,4110.000000,3970.000000,4030.000000,3569.303955,154764900
2017-11-03,4050.000000,4100.000000,4010.000000,4090.000000,3622.444824,80926400
2017-11-06,4100.000000,4210.000000,4070.000000,4190.000000,3711.013184,177511800
2017-11-07,4180.000000,4210.000000,4160.000000,4190.000000,3711.013184,84694700
2017-11-08,4160.000000,4160.000000,4100.000000,4100.000000,3631.301514,145225500
2017-11-09,4100.000000,4180.000000,4100.000000,4160.000000,3684.442627,91933800
2017-11-10,4130.000000,4160.000000,4120.000000,4120.000000,3649.015381,56993800
2017-11-13,4130.000000,4160.000000,4100.000000,4100.000000,3631.301514,92109100
2017-11-14,4100.000000,4110.000000,4070.000000,4080.000000,3613.588135,64809800
2017-11-15,4090.000000,4180.000000,4080.000000,4130.000000,3657.872314,96128400
2017-11-16,4150.000000,4230.000000,4150.000000,4200.000000,3719.870117,134137000
2017-11-17,4200.000000,4230.000000,4200.000000,4200.000000,3719.870117,80261800
2017-11-20,4220.000000,4220.000000,4150.000000,4150.000000,3675.585938,48453900
2017-11-21,4170.000000,4200.000000,4150.000000,4200.000000,3719.870117,96842900
2017-11-22,4220.000000,4220.000000,4190.000000,4200.000000,3719.870117,69602300
2017-11-23,4200.000000,4270.000000,4200.000000,4250.000000,3764.153809,62887900
2017-11-24,4220.000000,4320.000000,4220.000000,4320.000000,3826.152100,87879900
2017-11-27,4320.000000,4350.000000,4280.000000,4300.000000,3808.438477,82769500
2017-11-28,4270.000000,4290.000000,4230.000000,4240.000000,3755.297607,99928100
2017-11-29,4220.000000,4240.000000,4180.000000,4200.000000,3719.870117,79872900
2017-11-30,4200.000000,4220.000000,4150.000000,4150.000000,3675.585938,185905200
2017-12-01,4150.000000,4150.000000,4150.000000,4150.000000,3675.585938,0
2017-12-04,4180.000000,4230.000000,4160.000000,4200.000000,3719.870117,78040500
2017-12-05,4210.000000,4220.000000,4180.000000,4200.000000,3719.870117,96504800
2017-12-06,4160.000000,4210.000000,4160.000000,4200.000000,3719.870117,92126500
2017-12-07,4200.000000,4210.000000,4160.000000,4200.000000,3719.870117,52703100
2017-12-08,4150.000000,4200.000000,4120.000000,4140.000000,3666.729248,88536500
2017-12-11,4110.000000,4150.000000,4110.000000,4140.000000,3666.729248,47625800
2017-12-12,4150.000000,4190.000000,4150.000000,4170.000000,3693.299561,63036000
2017-12-13,4150.000000,4200.000000,4150.000000,4200.000000,3719.870117,49020200
2017-12-14,4220.000000,4250.000000,4200.000000,4250.000000,3764.153809,61517800
2017-12-15,4200.000000,4240.000000,4180.000000,4230.000000,3746.440918,77110600
2017-12-18,4250.000000,4250.000000,4170.000000,4240.000000,3755.297607,47756500
2017-12-19,4200.000000,4200.000000,4170.000000,4190.000000,3711.013184,85383600
2017-12-20,4190.000000,4200.000000,4160.000000,4160.000000,3684.442627,87778400
2017-12-21,4190.000000,4250.000000,4170.000000,4250.000000,3764.153809,83893400
2017-12-22,4250.000000,4300.000000,4210.000000,4300.000000,3808.438477,50330400
2017-12-25,4300.000000,4300.000000,4300.000000,4300.000000,3808.438477,0
2017-12-26,4300.000000,4300.000000,4300.000000,4300.000000,3808.438477,0
2017-12-27,4270.000000,4310.000000,4270.000000,4300.000000,3808.438477,32211800
2017-12-28,4300.000000,4390.000000,4270.000000,4390.000000,3888.149902,88576700
2017-12-29,4390.000000,4460.000000,4390.000000,4440.000000,3932.433594,110053200
2018-01-01,4440.000000,4440.000000,4440.000000,4440.000000,3932.433594,0
2018-01-02,4430.000000,4460.000000,4380.000000,4410.000000,3905.863770,66075600
2018-01-03,4380.000000,4380.000000,4200.000000,4230.000000,3746.440918,129205000
2018-01-04,4230.000000,4250.000000,4190.000000,4220.000000,3737.583984,77953300
2018-01-05,4220.000000,4280.000000,4200.000000,4280.000000,3790.724609,55863000
2018-01-08,4250.000000,4290.000000,4250.000000,4260.000000,3773.010986,42916700
2018-01-09,4240.000000,4240.000000,4180.000000,4200.000000,3719.870117,100497400
2018-01-10,4200.000000,4250.000000,4180.000000,4190.000000,3711.013184,95004000
2018-01-11,4200.000000,4200.000000,4150.000000,4170.000000,3693.299561,80524900
2018-01-12,4160.000000,4190.000000,4130.000000,4130.000000,3657.872314,70976800
2018-01-15,4160.000000,4170.000000,4100.000000,4120.000000,3649.015381,71388000
2018-01-16,4150.000000,4220.000000,4120.000000,4210.000000,3728.726807,84393300
2018-01-17,4210.000000,4220.000000,4180.000000,4200.000000,3719.870117,77197700
2018-01-18,4210.000000,4240.000000,4160.000000,4170.000000,3693.299561,100089500
2018-01-19,4190.000000,4190.000000,4120.000000,4160.000000,3684.442627,70890100
2018-01-22,4120.000000,4160.000000,4120.000000,4130.000000,3657.872314,83090400
2018-01-23,4160.000000,4160.000000,4030.000000,4090.000000,3622.444824,184176500
2018-01-24,4090.000000,4090.000000,3970.000000,3980.000000,3525.019775,241779600
2018-01-25,3980.000000,4020.000000,3920.000000,3970.000000,3516.162842,232552500
2018-01-26,3990.000000,4160.000000,3990.000000,4150.000000,3675.585938,246067800
2018-01-29,4170.000000,4180.000000,4030.000000,4070.000000,3604.731201,156356300
2018-01-30,4020.000000,4040.000000,3960.000000,3970.000000,3516.162842,140694300
2018-01-31,3960.000000,4060.000000,3950.000000,3990.000000,3533.876465,112276200
2018-02-01,4030.000000,4070.000000,3980.000000,3980.000000,3525.019775,102291000
2018-02-02,4030.000000,4030.000000,4000.000000,4000.000000,3542.733398,71707200
2018-02-05,3950.000000,4030.000000,3920.000000,4010.000000,3551.590088,70792500
2018-02-06,3950.000000,3990.000000,3930.000000,3940.000000,3489.592529,146207400
2018-02-07,3990.000000,4020.000000,3950.000000,3980.000000,3525.019775,120081100
2018-02-08,3980.000000,4040.000000,3940.000000,4020.000000,3560.447266,101865000
2018-02-09,3970.000000,4000.000000,3940.000000,3950.000000,3498.449219,78255000
2018-02-12,3950.000000,3990.000000,3950.000000,3960.000000,3507.306152,58535200
2018-02-13,3990.000000,4060.000000,3980.000000,4040.000000,3578.160889,79288000
2018-02-14,4050.000000,4080.000000,3990.000000,4040.000000,3578.160889,63313200
2018-02-15,4050.000000,4060.000000,4000.000000,4010.000000,3551.590088,32896000
2018-02-16,4010.000000,4010.000000,4010.000000,4010.000000,3551.590088,0
2018-02-19,4050.000000,4080.000000,4040.000000,4050.000000,3587.017578,89429500
2018-02-20,4080.000000,4080.000000,4040.000000,4070.000000,3604.731201,53466600
2018-02-21,4040.000000,4080.000000,4020.000000,4070.000000,3604.731201,74130200
2018-02-22,4070.000000,4070.000000,4010.000000,4010.000000,3551.590088,91272600
2018-02-23,4030.000000,4040.000000,4010.000000,4030.000000,3569.303955,59706400
2018-02-26,4050.000000,4050.000000,4010.000000,4030.000000,3569.303955,56293900
2018-02-27,4030.000000,4030.000000,3960.000000,4020.000000,3560.447266,81554100
2018-02-28,3970.000000,4050.000000,3970.000000,4000.000000,3542.733398,94528200
2018-03-01,4050.000000,4090.000000,4020.000000,4060.000000,3595.874512,84215600
2018-03-02,4060.000000,4070.000000,4030.000000,4070.000000,3604.731201,61410200
2018-03-05,4050.000000,4060.000000,4000.000000,4020.000000,3560.447266,56394900
2018-03-06,4050.000000,4060.000000,4020.000000,4020.000000,3560.447266,59010500
2018-03-07,4000.000000,4040.000000,3980.000000,4000.000000,3542.733398,100646000
2018-03-08,4050.000000,4140.000000,4020.000000,4140.000000,3666.729248,152547000
2018-03-09,4150.000000,4160.000000,4090.000000,4150.000000,3675.585938,97354700
2018-03-12,4170.000000,4200.000000,4130.000000,4200.000000,3719.870117,87344000
2018-03-13,4160.000000,4180.000000,4080.000000,4090.000000,3622.444824,96605900
2018-03-14,4070.000000,4090.000000,4040.000000,4060.000000,3595.874512,74296000
2018-03-15,4030.000000,4040.000000,3930.000000,3930.000000,3480.735352,133775500
2018-03-16,3930.000000,3950.000000,3820.000000,3820.000000,3383.310303,208216200
2018-03-19,3860.000000,3900.000000,3810.000000,3820.000000,3383.310303,111808000
2018-03-20,3800.000000,3810.000000,3640.000000,3660.000000,3241.601074,254154700
